t_idx,DateTime,HourOfDay,DayOfWeek,IsWeekend
7064,2004-12-31 09:00,9,6,0
7065,2004-12-31 10:00,10,6,0
7066,2004-12-31 11:00,11,6,0
7067,2004-12-31 12:00,12,6,0
7068,2004-12-31 13:00,13,6,0
7069,2004-12-31 14:00,14,6,0
7070,2004-12-31 15:00,15,6,0
7071,2004-12-31 16:00,16,6,0
7072,2004-12-31 17:00,17,6,0
7073,2004-12-31 18:00,18,6,0
7074,2004-12-31 19:00,19,6,0
7075,2004-12-31 20:00,20,6,0
7076,2004-12-31 21:00,21,6,0
7077,2004-12-31 22:00,22,6,0
7078,2004-12-31 23:00,23,6,0
7079,2005-01-01 00:00,0,7,1
7080,2005-01-01 01:00,1,7,1
7081,2005-01-01 02:00,2,7,1
7082,2005-01-01 03:00,3,7,1
7083,2005-01-01 04:00,4,7,1
7084,2005-01-01 05:00,5,7,1
7085,2005-01-01 06:00,6,7,1
7086,2005-01-01 07:00,7,7,1
7087,2005-01-01 08:00,8,7,1
7088,2005-01-01 09:00,9,7,1
7089,2005-01-01 10:00,10,7,1
7090,2005-01-01 11:00,11,7,1
7091,2005-01-01 12:00,12,7,1
7092,2005-01-01 13:00,13,7,1
7093,2005-01-01 14:00,14,7,1
7094,2005-01-01 15:00,15,7,1
7095,2005-01-01 16:00,16,7,1
7096,2005-01-01 17:00,17,7,1
7097,2005-01-01 18:00,18,7,1
7098,2005-01-01 19:00,19,7,1
7099,2005-01-01 20:00,20,7,1
7100,2005-01-01 21:00,21,7,1
7101,2005-01-01 22:00,22,7,1
7102,2005-01-01 23:00,23,7,1
7103,2005-01-02 00:00,0,1,1
7104,2005-01-02 01:00,1,1,1
7105,2005-01-02 02:00,2,1,1
7106,2005-01-02 03:00,3,1,1
7107,2005-01-02 04:00,4,1,1
7108,2005-01-02 05:00,5,1,1
7109,2005-01-02 06:00,6,1,1
7110,2005-01-02 07:00,7,1,1
7111,2005-01-02 08:00,8,1,1
7112,2005-01-02 09:00,9,1,1
7113,2005-01-02 10:00,10,1,1
7114,2005-01-02 11:00,11,1,1
7115,2005-01-02 12:00,12,1,1
7116,2005-01-02 13:00,13,1,1
7117,2005-01-02 14:00,14,1,1
7118,2005-01-02 15:00,15,1,1
7119,2005-01-02 16:00,16,1,1
7120,2005-01-02 17:00,17,1,1
7121,2005-01-02 18:00,18,1,1
7122,2005-01-02 19:00,19,1,1
7123,2005-01-02 20:00,20,1,1
7124,2005-01-02 21:00,21,1,1
7125,2005-01-02 22:00,22,1,1
7126,2005-01-02 23:00,23,1,1
7127,2005-01-03 00:00,0,2,0
7128,2005-01-03 01:00,1,2,0
7129,2005-01-03 02:00,2,2,0
7130,2005-01-03 03:00,3,2,0
7131,2005-01-03 04:00,4,2,0
7132,2005-01-03 05:00,5,2,0
7133,2005-01-03 06:00,6,2,0
7134,2005-01-03 07:00,7,2,0
7135,2005-01-03 08:00,8,2,0
7136,2005-01-03 09:00,9,2,0
7137,2005-01-03 10:00,10,2,0
7138,2005-01-03 11:00,11,2,0
7139,2005-01-03 12:00,12,2,0
7140,2005-01-03 13:00,13,2,0
7141,2005-01-03 14:00,14,2,0
7142,2005-01-03 15:00,15,2,0
7143,2005-01-03 16:00,16,2,0
7144,2005-01-03 17:00,17,2,0
7145,2005-01-03 18:00,18,2,0
7146,2005-01-03 19:00,19,2,0
7147,2005-01-03 20:00,20,2,0
7148,2005-01-03 21:00,21,2,0
7149,2005-01-03 22:00,22,2,0
7150,2005-01-03 23:00,23,2,0
7151,2005-01-04 00:00,0,3,0
7152,2005-01-04 01:00,1,3,0
7153,2005-01-04 02:00,2,3,0
7154,2005-01-04 03:00,3,3,0
7155,2005-01-04 04:00,4,3,0
7156,2005-01-04 05:00,5,3,0
7157,2005-01-04 06:00,6,3,0
7158,2005-01-04 07:00,7,3,0
7159,2005-01-04 08:00,8,3,0
7160,2005-01-04 09:00,9,3,0
7161,2005-01-04 10:00,10,3,0
7162,2005-01-04 11:00,11,3,0
7163,2005-01-04 12:00,12,3,0
7164,2005-01-04 13:00,13,3,0
7165,2005-01-04 14:00,14,3,0
7166,2005-01-04 15:00,15,3,0
7167,2005-01-04 16:00,16,3,0
7168,2005-01-04 17:00,17,3,0
7169,2005-01-04 18:00,18,3,0
7170,2005-01-04 19:00,19,3,0
7171,2005-01-04 20:00,20,3,0
7172,2005-01-04 21:00,21,3,0
7173,2005-01-04 22:00,22,3,0
7174,2005-01-04 23:00,23,3,0
7175,2005-01-05 00:00,0,4,0
7176,2005-01-05 01:00,1,4,0
7177,2005-01-05 02:00,2,4,0
7178,2005-01-05 03:00,3,4,0
7179,2005-01-05 04:00,4,4,0
7180,2005-01-05 05:00,5,4,0
7181,2005-01-05 06:00,6,4,0
7182,2005-01-05 07:00,7,4,0
7183,2005-01-05 08:00,8,4,0
7184,2005-01-05 09:00,9,4,0
7185,2005-01-05 10:00,10,4,0
7186,2005-01-05 11:00,11,4,0
7187,2005-01-05 12:00,12,4,0
7188,2005-01-05 13:00,13,4,0
7189,2005-01-05 14:00,14,4,0
7190,2005-01-05 15:00,15,4,0
7191,2005-01-05 16:00,16,4,0
7192,2005-01-05 17:00,17,4,0
7193,2005-01-05 18:00,18,4,0
7194,2005-01-05 19:00,19,4,0
7195,2005-01-05 20:00,20,4,0
7196,2005-01-05 21:00,21,4,0
7197,2005-01-05 22:00,22,4,0
7198,2005-01-05 23:00,23,4,0
7199,2005-01-06 00:00,0,5,0
7200,2005-01-06 01:00,1,5,0
7201,2005-01-06 02:00,2,5,0
7202,2005-01-06 03:00,3,5,0
7203,2005-01-06 04:00,4,5,0
7204,2005-01-06 05:00,5,5,0
7205,2005-01-06 06:00,6,5,0
7206,2005-01-06 07:00,7,5,0
7207,2005-01-06 08:00,8,5,0
7208,2005-01-06 09:00,9,5,0
7209,2005-01-06 10:00,10,5,0
7210,2005-01-06 11:00,11,5,0
7211,2005-01-06 12:00,12,5,0
7212,2005-01-06 13:00,13,5,0
7213,2005-01-06 14:00,14,5,0
7214,2005-01-06 15:00,15,5,0
7215,2005-01-06 16:00,16,5,0
7216,2005-01-06 17:00,17,5,0
7217,2005-01-06 18:00,18,5,0
7218,2005-01-06 19:00,19,5,0
7219,2005-01-06 20:00,20,5,0
7220,2005-01-06 21:00,21,5,0
7221,2005-01-06 22:00,22,5,0
7222,2005-01-06 23:00,23,5,0
7223,2005-01-07 00:00,0,6,0
7224,2005-01-07 01:00,1,6,0
7225,2005-01-07 02:00,2,6,0
7226,2005-01-07 03:00,3,6,0
7227,2005-01-07 04:00,4,6,0
7228,2005-01-07 05:00,5,6,0
7229,2005-01-07 06:00,6,6,0
7230,2005-01-07 07:00,7,6,0
7231,2005-01-07 08:00,8,6,0
7232,2005-01-07 09:00,9,6,0
7233,2005-01-07 10:00,10,6,0
7234,2005-01-07 11:00,11,6,0
7235,2005-01-07 12:00,12,6,0
7236,2005-01-07 13:00,13,6,0
7237,2005-01-07 14:00,14,6,0
7238,2005-01-07 15:00,15,6,0
7239,2005-01-07 16:00,16,6,0
7240,2005-01-07 17:00,17,6,0
7241,2005-01-07 18:00,18,6,0
7242,2005-01-07 19:00,19,6,0
7243,2005-01-07 20:00,20,6,0
7244,2005-01-07 21:00,21,6,0
7245,2005-01-07 22:00,22,6,0
7246,2005-01-07 23:00,23,6,0
7247,2005-01-08 00:00,0,7,1
7248,2005-01-08 01:00,1,7,1
7249,2005-01-08 02:00,2,7,1
7250,2005-01-08 03:00,3,7,1
7251,2005-01-08 04:00,4,7,1
7252,2005-01-08 05:00,5,7,1
7253,2005-01-08 06:00,6,7,1
7254,2005-01-08 07:00,7,7,1
7255,2005-01-08 08:00,8,7,1
7256,2005-01-08 09:00,9,7,1
7257,2005-01-08 10:00,10,7,1
7258,2005-01-08 11:00,11,7,1
7259,2005-01-08 12:00,12,7,1
7260,2005-01-08 13:00,13,7,1
7261,2005-01-08 14:00,14,7,1
7262,2005-01-08 15:00,15,7,1
7263,2005-01-08 16:00,16,7,1
7264,2005-01-08 17:00,17,7,1
7265,2005-01-08 18:00,18,7,1
7266,2005-01-08 19:00,19,7,1
7267,2005-01-08 20:00,20,7,1
7268,2005-01-08 21:00,21,7,1
7269,2005-01-08 22:00,22,7,1
7270,2005-01-08 23:00,23,7,1
7271,2005-01-09 00:00,0,1,1
7272,2005-01-09 01:00,1,1,1
7273,2005-01-09 02:00,2,1,1
7274,2005-01-09 03:00,3,1,1
7275,2005-01-09 04:00,4,1,1
7276,2005-01-09 05:00,5,1,1
7277,2005-01-09 06:00,6,1,1
7278,2005-01-09 07:00,7,1,1
7279,2005-01-09 08:00,8,1,1
7280,2005-01-09 09:00,9,1,1
7281,2005-01-09 10:00,10,1,1
7282,2005-01-09 11:00,11,1,1
7283,2005-01-09 12:00,12,1,1
7284,2005-01-09 13:00,13,1,1
7285,2005-01-09 14:00,14,1,1
7286,2005-01-09 15:00,15,1,1
7287,2005-01-09 16:00,16,1,1
7288,2005-01-09 17:00,17,1,1
7289,2005-01-09 18:00,18,1,1
7290,2005-01-09 19:00,19,1,1
7291,2005-01-09 20:00,20,1,1
7292,2005-01-09 21:00,21,1,1
7293,2005-01-09 22:00,22,1,1
7294,2005-01-09 23:00,23,1,1
7295,2005-01-10 00:00,0,2,0
7296,2005-01-10 01:00,1,2,0
7297,2005-01-10 02:00,2,2,0
7298,2005-01-10 03:00,3,2,0
7299,2005-01-10 04:00,4,2,0
7300,2005-01-10 05:00,5,2,0
7301,2005-01-10 06:00,6,2,0
7302,2005-01-10 07:00,7,2,0
7303,2005-01-10 08:00,8,2,0
7304,2005-01-10 09:00,9,2,0
7305,2005-01-10 10:00,10,2,0
7306,2005-01-10 11:00,11,2,0
7307,2005-01-10 12:00,12,2,0
7308,2005-01-10 13:00,13,2,0
7309,2005-01-10 14:00,14,2,0
7310,2005-01-10 15:00,15,2,0
7311,2005-01-10 16:00,16,2,0
7312,2005-01-10 17:00,17,2,0
7313,2005-01-10 18:00,18,2,0
7314,2005-01-10 19:00,19,2,0
7315,2005-01-10 20:00,20,2,0
7316,2005-01-10 21:00,21,2,0
7317,2005-01-10 22:00,22,2,0
7318,2005-01-10 23:00,23,2,0
7319,2005-01-11 00:00,0,3,0
7320,2005-01-11 01:00,1,3,0
7321,2005-01-11 02:00,2,3,0
7322,2005-01-11 03:00,3,3,0
7323,2005-01-11 04:00,4,3,0
7324,2005-01-11 05:00,5,3,0
7325,2005-01-11 06:00,6,3,0
7326,2005-01-11 07:00,7,3,0
7327,2005-01-11 08:00,8,3,0
7328,2005-01-11 09:00,9,3,0
7329,2005-01-11 10:00,10,3,0
7330,2005-01-11 11:00,11,3,0
7331,2005-01-11 12:00,12,3,0
7332,2005-01-11 13:00,13,3,0
7333,2005-01-11 14:00,14,3,0
7334,2005-01-11 15:00,15,3,0
7335,2005-01-11 16:00,16,3,0
7336,2005-01-11 17:00,17,3,0
7337,2005-01-11 18:00,18,3,0
7338,2005-01-11 19:00,19,3,0
7339,2005-01-11 20:00,20,3,0
7340,2005-01-11 21:00,21,3,0
7341,2005-01-11 22:00,22,3,0
7342,2005-01-11 23:00,23,3,0
7343,2005-01-12 00:00,0,4,0
7344,2005-01-12 01:00,1,4,0
7345,2005-01-12 02:00,2,4,0
7346,2005-01-12 03:00,3,4,0
7347,2005-01-12 04:00,4,4,0
7348,2005-01-12 05:00,5,4,0
7349,2005-01-12 06:00,6,4,0
7350,2005-01-12 07:00,7,4,0
7351,2005-01-12 08:00,8,4,0
7352,2005-01-12 09:00,9,4,0
7353,2005-01-12 10:00,10,4,0
7354,2005-01-12 11:00,11,4,0
7355,2005-01-12 12:00,12,4,0
7356,2005-01-12 13:00,13,4,0
7357,2005-01-12 14:00,14,4,0
7358,2005-01-12 15:00,15,4,0
7359,2005-01-12 16:00,16,4,0
7360,2005-01-12 17:00,17,4,0
7361,2005-01-12 18:00,18,4,0
7362,2005-01-12 19:00,19,4,0
7363,2005-01-12 20:00,20,4,0
7364,2005-01-12 21:00,21,4,0
7365,2005-01-12 22:00,22,4,0
7366,2005-01-12 23:00,23,4,0
7367,2005-01-13 00:00,0,5,0
7368,2005-01-13 01:00,1,5,0
7369,2005-01-13 02:00,2,5,0
7370,2005-01-13 03:00,3,5,0
7371,2005-01-13 04:00,4,5,0
7372,2005-01-13 05:00,5,5,0
7373,2005-01-13 06:00,6,5,0
7374,2005-01-13 07:00,7,5,0
7375,2005-01-13 08:00,8,5,0
7376,2005-01-13 09:00,9,5,0
7377,2005-01-13 10:00,10,5,0
7378,2005-01-13 11:00,11,5,0
7379,2005-01-13 12:00,12,5,0
7380,2005-01-13 13:00,13,5,0
7381,2005-01-13 14:00,14,5,0
7382,2005-01-13 15:00,15,5,0
7383,2005-01-13 16:00,16,5,0
7384,2005-01-13 17:00,17,5,0
7385,2005-01-13 18:00,18,5,0
7386,2005-01-13 19:00,19,5,0
7387,2005-01-13 20:00,20,5,0
7388,2005-01-13 21:00,21,5,0
7389,2005-01-13 22:00,22,5,0
7390,2005-01-13 23:00,23,5,0
7391,2005-01-14 00:00,0,6,0
7392,2005-01-14 01:00,1,6,0
7393,2005-01-14 02:00,2,6,0
7394,2005-01-14 03:00,3,6,0
7395,2005-01-14 04:00,4,6,0
7396,2005-01-14 05:00,5,6,0
7397,2005-01-14 06:00,6,6,0
7398,2005-01-14 07:00,7,6,0
7399,2005-01-14 08:00,8,6,0
7400,2005-01-14 09:00,9,6,0
7401,2005-01-14 10:00,10,6,0
7402,2005-01-14 11:00,11,6,0
7403,2005-01-14 12:00,12,6,0
7404,2005-01-14 13:00,13,6,0
7405,2005-01-14 14:00,14,6,0
7406,2005-01-14 15:00,15,6,0
7407,2005-01-14 16:00,16,6,0
7408,2005-01-14 17:00,17,6,0
7409,2005-01-14 18:00,18,6,0
7410,2005-01-14 19:00,19,6,0
7411,2005-01-14 20:00,20,6,0
7412,2005-01-14 21:00,21,6,0
7413,2005-01-14 22:00,22,6,0
7414,2005-01-14 23:00,23,6,0
7415,2005-01-15 00:00,0,7,1
7416,2005-01-15 01:00,1,7,1
7417,2005-01-15 02:00,2,7,1
7418,2005-01-15 03:00,3,7,1
7419,2005-01-15 04:00,4,7,1
7420,2005-01-15 05:00,5,7,1
7421,2005-01-15 06:00,6,7,1
7422,2005-01-15 07:00,7,7,1
7423,2005-01-15 08:00,8,7,1
7424,2005-01-15 09:00,9,7,1
7425,2005-01-15 10:00,10,7,1
7426,2005-01-15 11:00,11,7,1
7427,2005-01-15 12:00,12,7,1
7428,2005-01-15 13:00,13,7,1
7429,2005-01-15 14:00,14,7,1
7430,2005-01-15 15:00,15,7,1
7431,2005-01-15 16:00,16,7,1
7432,2005-01-15 17:00,17,7,1
7433,2005-01-15 18:00,18,7,1
7434,2005-01-15 19:00,19,7,1
7435,2005-01-15 20:00,20,7,1
7436,2005-01-15 21:00,21,7,1
7437,2005-01-15 22:00,22,7,1
7438,2005-01-15 23:00,23,7,1
7439,2005-01-16 00:00,0,1,1
7440,2005-01-16 01:00,1,1,1
7441,2005-01-16 02:00,2,1,1
7442,2005-01-16 03:00,3,1,1
7443,2005-01-16 04:00,4,1,1
7444,2005-01-16 05:00,5,1,1
7445,2005-01-16 06:00,6,1,1
7446,2005-01-16 07:00,7,1,1
7447,2005-01-16 08:00,8,1,1
7448,2005-01-16 09:00,9,1,1
7449,2005-01-16 10:00,10,1,1
7450,2005-01-16 11:00,11,1,1
7451,2005-01-16 12:00,12,1,1
7452,2005-01-16 13:00,13,1,1
7453,2005-01-16 14:00,14,1,1
7454,2005-01-16 15:00,15,1,1
7455,2005-01-16 16:00,16,1,1
7456,2005-01-16 17:00,17,1,1
7457,2005-01-16 18:00,18,1,1
7458,2005-01-16 19:00,19,1,1
7459,2005-01-16 20:00,20,1,1
7460,2005-01-16 21:00,21,1,1
7461,2005-01-16 22:00,22,1,1
7462,2005-01-16 23:00,23,1,1
7463,2005-01-17 00:00,0,2,0
7464,2005-01-17 01:00,1,2,0
7465,2005-01-17 02:00,2,2,0
7466,2005-01-17 03:00,3,2,0
7467,2005-01-17 04:00,4,2,0
7468,2005-01-17 05:00,5,2,0
7469,2005-01-17 06:00,6,2,0
7470,2005-01-17 07:00,7,2,0
7471,2005-01-17 08:00,8,2,0
7472,2005-01-17 09:00,9,2,0
7473,2005-01-17 10:00,10,2,0
7474,2005-01-17 11:00,11,2,0
7475,2005-01-17 12:00,12,2,0
7476,2005-01-17 13:00,13,2,0
7477,2005-01-17 14:00,14,2,0
7478,2005-01-17 15:00,15,2,0
7479,2005-01-17 16:00,16,2,0
7480,2005-01-17 17:00,17,2,0
7481,2005-01-17 18:00,18,2,0
7482,2005-01-17 19:00,19,2,0
7483,2005-01-17 20:00,20,2,0
7484,2005-01-17 21:00,21,2,0
7485,2005-01-17 22:00,22,2,0
7486,2005-01-17 23:00,23,2,0
7487,2005-01-18 00:00,0,3,0
7488,2005-01-18 01:00,1,3,0
7489,2005-01-18 02:00,2,3,0
7490,2005-01-18 03:00,3,3,0
7491,2005-01-18 04:00,4,3,0
7492,2005-01-18 05:00,5,3,0
7493,2005-01-18 06:00,6,3,0
7494,2005-01-18 07:00,7,3,0
7495,2005-01-18 08:00,8,3,0
7496,2005-01-18 09:00,9,3,0
7497,2005-01-18 10:00,10,3,0
7498,2005-01-18 11:00,11,3,0
7499,2005-01-18 12:00,12,3,0
7500,2005-01-18 13:00,13,3,0
7501,2005-01-18 14:00,14,3,0
7502,2005-01-18 15:00,15,3,0
7503,2005-01-18 16:00,16,3,0
7504,2005-01-18 17:00,17,3,0
7505,2005-01-18 18:00,18,3,0
7506,2005-01-18 19:00,19,3,0
7507,2005-01-18 20:00,20,3,0
7508,2005-01-18 21:00,21,3,0
7509,2005-01-18 22:00,22,3,0
7510,2005-01-18 23:00,23,3,0
7511,2005-01-19 00:00,0,4,0
7512,2005-01-19 01:00,1,4,0
7513,2005-01-19 02:00,2,4,0
7514,2005-01-19 03:00,3,4,0
7515,2005-01-19 04:00,4,4,0
7516,2005-01-19 05:00,5,4,0
7517,2005-01-19 06:00,6,4,0
7518,2005-01-19 07:00,7,4,0
7519,2005-01-19 08:00,8,4,0
7520,2005-01-19 09:00,9,4,0
7521,2005-01-19 10:00,10,4,0
7522,2005-01-19 11:00,11,4,0
7523,2005-01-19 12:00,12,4,0
7524,2005-01-19 13:00,13,4,0
7525,2005-01-19 14:00,14,4,0
7526,2005-01-19 15:00,15,4,0
7527,2005-01-19 16:00,16,4,0
7528,2005-01-19 17:00,17,4,0
7529,2005-01-19 18:00,18,4,0
7530,2005-01-19 19:00,19,4,0
7531,2005-01-19 20:00,20,4,0
7532,2005-01-19 21:00,21,4,0
7533,2005-01-19 22:00,22,4,0
7534,2005-01-19 23:00,23,4,0
7535,2005-01-20 00:00,0,5,0
7536,2005-01-20 01:00,1,5,0
7537,2005-01-20 02:00,2,5,0
7538,2005-01-20 03:00,3,5,0
7539,2005-01-20 04:00,4,5,0
7540,2005-01-20 05:00,5,5,0
7541,2005-01-20 06:00,6,5,0
7542,2005-01-20 07:00,7,5,0
7543,2005-01-20 08:00,8,5,0
7544,2005-01-20 09:00,9,5,0
7545,2005-01-20 10:00,10,5,0
7546,2005-01-20 11:00,11,5,0
7547,2005-01-20 12:00,12,5,0
7548,2005-01-20 13:00,13,5,0
7549,2005-01-20 14:00,14,5,0
7550,2005-01-20 15:00,15,5,0
7551,2005-01-20 16:00,16,5,0
7552,2005-01-20 17:00,17,5,0
7553,2005-01-20 18:00,18,5,0
7554,2005-01-20 19:00,19,5,0
7555,2005-01-20 20:00,20,5,0
7556,2005-01-20 21:00,21,5,0
7557,2005-01-20 22:00,22,5,0
7558,2005-01-20 23:00,23,5,0
7559,2005-01-21 00:00,0,6,0
7560,2005-01-21 01:00,1,6,0
7561,2005-01-21 02:00,2,6,0
7562,2005-01-21 03:00,3,6,0
7563,2005-01-21 04:00,4,6,0
7564,2005-01-21 05:00,5,6,0
7565,2005-01-21 06:00,6,6,0
7566,2005-01-21 07:00,7,6,0
7567,2005-01-21 08:00,8,6,0
7568,2005-01-21 09:00,9,6,0
7569,2005-01-21 10:00,10,6,0
7570,2005-01-21 11:00,11,6,0
7571,2005-01-21 12:00,12,6,0
7572,2005-01-21 13:00,13,6,0
7573,2005-01-21 14:00,14,6,0
7574,2005-01-21 15:00,15,6,0
7575,2005-01-21 16:00,16,6,0
7576,2005-01-21 17:00,17,6,0
7577,2005-01-21 18:00,18,6,0
7578,2005-01-21 19:00,19,6,0
7579,2005-01-21 20:00,20,6,0
7580,2005-01-21 21:00,21,6,0
7581,2005-01-21 22:00,22,6,0
7582,2005-01-21 23:00,23,6,0
7583,2005-01-22 00:00,0,7,1
7584,2005-01-22 01:00,1,7,1
7585,2005-01-22 02:00,2,7,1
7586,2005-01-22 03:00,3,7,1
7587,2005-01-22 04:00,4,7,1
7588,2005-01-22 05:00,5,7,1
7589,2005-01-22 06:00,6,7,1
7590,2005-01-22 07:00,7,7,1
7591,2005-01-22 08:00,8,7,1
7592,2005-01-22 09:00,9,7,1
7593,2005-01-22 10:00,10,7,1
7594,2005-01-22 11:00,11,7,1
7595,2005-01-22 12:00,12,7,1
7596,2005-01-22 13:00,13,7,1
7597,2005-01-22 14:00,14,7,1
7598,2005-01-22 15:00,15,7,1
7599,2005-01-22 16:00,16,7,1
7600,2005-01-22 17:00,17,7,1
7601,2005-01-22 18:00,18,7,1
7602,2005-01-22 19:00,19,7,1
7603,2005-01-22 20:00,20,7,1
7604,2005-01-22 21:00,21,7,1
7605,2005-01-22 22:00,22,7,1
7606,2005-01-22 23:00,23,7,1
7607,2005-01-23 00:00,0,1,1
7608,2005-01-23 01:00,1,1,1
7609,2005-01-23 02:00,2,1,1
7610,2005-01-23 03:00,3,1,1
7611,2005-01-23 04:00,4,1,1
7612,2005-01-23 05:00,5,1,1
7613,2005-01-23 06:00,6,1,1
7614,2005-01-23 07:00,7,1,1
7615,2005-01-23 08:00,8,1,1
7616,2005-01-23 09:00,9,1,1
7617,2005-01-23 10:00,10,1,1
7618,2005-01-23 11:00,11,1,1
7619,2005-01-23 12:00,12,1,1
7620,2005-01-23 13:00,13,1,1
7621,2005-01-23 14:00,14,1,1
7622,2005-01-23 15:00,15,1,1
7623,2005-01-23 16:00,16,1,1
7624,2005-01-23 17:00,17,1,1
7625,2005-01-23 18:00,18,1,1
7626,2005-01-23 19:00,19,1,1
7627,2005-01-23 20:00,20,1,1
7628,2005-01-23 21:00,21,1,1
7629,2005-01-23 22:00,22,1,1
7630,2005-01-23 23:00,23,1,1
7631,2005-01-24 00:00,0,2,0
7632,2005-01-24 01:00,1,2,0
7633,2005-01-24 02:00,2,2,0
7634,2005-01-24 03:00,3,2,0
7635,2005-01-24 04:00,4,2,0
7636,2005-01-24 05:00,5,2,0
7637,2005-01-24 06:00,6,2,0
7638,2005-01-24 07:00,7,2,0
7639,2005-01-24 08:00,8,2,0
7640,2005-01-24 09:00,9,2,0
7641,2005-01-24 10:00,10,2,0
7642,2005-01-24 11:00,11,2,0
7643,2005-01-24 12:00,12,2,0
7644,2005-01-24 13:00,13,2,0
7645,2005-01-24 14:00,14,2,0
7646,2005-01-24 15:00,15,2,0
7647,2005-01-24 16:00,16,2,0
7648,2005-01-24 17:00,17,2,0
7649,2005-01-24 18:00,18,2,0
7650,2005-01-24 19:00,19,2,0
7651,2005-01-24 20:00,20,2,0
7652,2005-01-24 21:00,21,2,0
7653,2005-01-24 22:00,22,2,0
7654,2005-01-24 23:00,23,2,0
7655,2005-01-25 00:00,0,3,0
7656,2005-01-25 01:00,1,3,0
7657,2005-01-25 02:00,2,3,0
7658,2005-01-25 03:00,3,3,0
7659,2005-01-25 04:00,4,3,0
7660,2005-01-25 05:00,5,3,0
7661,2005-01-25 06:00,6,3,0
7662,2005-01-25 07:00,7,3,0
7663,2005-01-25 08:00,8,3,0
7664,2005-01-25 09:00,9,3,0
7665,2005-01-25 10:00,10,3,0
7666,2005-01-25 11:00,11,3,0
7667,2005-01-25 12:00,12,3,0
7668,2005-01-25 13:00,13,3,0
7669,2005-01-25 14:00,14,3,0
7670,2005-01-25 15:00,15,3,0
7671,2005-01-25 16:00,16,3,0
7672,2005-01-25 17:00,17,3,0
7673,2005-01-25 18:00,18,3,0
7674,2005-01-25 19:00,19,3,0
7675,2005-01-25 20:00,20,3,0
7676,2005-01-25 21:00,21,3,0
7677,2005-01-25 22:00,22,3,0
7678,2005-01-25 23:00,23,3,0
7679,2005-01-26 00:00,0,4,0
7680,2005-01-26 01:00,1,4,0
7681,2005-01-26 02:00,2,4,0
7682,2005-01-26 03:00,3,4,0
7683,2005-01-26 04:00,4,4,0
7684,2005-01-26 05:00,5,4,0
7685,2005-01-26 06:00,6,4,0
7686,2005-01-26 07:00,7,4,0
7687,2005-01-26 08:00,8,4,0
7688,2005-01-26 09:00,9,4,0
7689,2005-01-26 10:00,10,4,0
7690,2005-01-26 11:00,11,4,0
7691,2005-01-26 12:00,12,4,0
7692,2005-01-26 13:00,13,4,0
7693,2005-01-26 14:00,14,4,0
7694,2005-01-26 15:00,15,4,0
7695,2005-01-26 16:00,16,4,0
7696,2005-01-26 17:00,17,4,0
7697,2005-01-26 18:00,18,4,0
7698,2005-01-26 19:00,19,4,0
7699,2005-01-26 20:00,20,4,0
7700,2005-01-26 21:00,21,4,0
7701,2005-01-26 22:00,22,4,0
7702,2005-01-26 23:00,23,4,0
7703,2005-01-27 00:00,0,5,0
7704,2005-01-27 01:00,1,5,0
7705,2005-01-27 02:00,2,5,0
7706,2005-01-27 03:00,3,5,0
7707,2005-01-27 04:00,4,5,0
7708,2005-01-27 05:00,5,5,0
7709,2005-01-27 06:00,6,5,0
7710,2005-01-27 07:00,7,5,0
7711,2005-01-27 08:00,8,5,0
7712,2005-01-27 09:00,9,5,0
7713,2005-01-27 10:00,10,5,0
7714,2005-01-27 11:00,11,5,0
7715,2005-01-27 12:00,12,5,0
7716,2005-01-27 13:00,13,5,0
7717,2005-01-27 14:00,14,5,0
7718,2005-01-27 15:00,15,5,0
7719,2005-01-27 16:00,16,5,0
7720,2005-01-27 17:00,17,5,0
7721,2005-01-27 18:00,18,5,0
7722,2005-01-27 19:00,19,5,0
7723,2005-01-27 20:00,20,5,0
7724,2005-01-27 21:00,21,5,0
7725,2005-01-27 22:00,22,5,0
7726,2005-01-27 23:00,23,5,0
7727,2005-01-28 00:00,0,6,0
7728,2005-01-28 01:00,1,6,0
7729,2005-01-28 02:00,2,6,0
7730,2005-01-28 03:00,3,6,0
7731,2005-01-28 04:00,4,6,0
7732,2005-01-28 05:00,5,6,0
7733,2005-01-28 06:00,6,6,0
7734,2005-01-28 07:00,7,6,0
7735,2005-01-28 08:00,8,6,0
7736,2005-01-28 09:00,9,6,0
7737,2005-01-28 10:00,10,6,0
7738,2005-01-28 11:00,11,6,0
7739,2005-01-28 12:00,12,6,0
7740,2005-01-28 13:00,13,6,0
7741,2005-01-28 14:00,14,6,0
7742,2005-01-28 15:00,15,6,0
7743,2005-01-28 16:00,16,6,0
7744,2005-01-28 17:00,17,6,0
7745,2005-01-28 18:00,18,6,0
7746,2005-01-28 19:00,19,6,0
7747,2005-01-28 20:00,20,6,0
7748,2005-01-28 21:00,21,6,0
7749,2005-01-28 22:00,22,6,0
7750,2005-01-28 23:00,23,6,0
7751,2005-01-29 00:00,0,7,1
7752,2005-01-29 01:00,1,7,1
7753,2005-01-29 02:00,2,7,1
7754,2005-01-29 03:00,3,7,1
7755,2005-01-29 04:00,4,7,1
7756,2005-01-29 05:00,5,7,1
7757,2005-01-29 06:00,6,7,1
7758,2005-01-29 07:00,7,7,1
7759,2005-01-29 08:00,8,7,1
7760,2005-01-29 09:00,9,7,1
7761,2005-01-29 10:00,10,7,1
